transaction_id,amount,transaction_type,hour_of_day,day_of_week,location_change,new_device,transaction_frequency_24h,customer_avg_amount,distance_from_home_km,account_age_days,is_fraud,customer_id
TXN001958,1263.64,Payment,18,3,0,0,2,588.92,0.5,3152,0,CUST0412
TXN001959,1752.08,Withdrawal,16,3,0,0,1,3225.94,16.4,888,0,CUST0229
TXN001960,4206.79,Purchase,19,0,0,0,3,1473.87,5.1,3541,0,CUST0182
TXN001961,2916.5,Withdrawal,9,5,0,0,7,945.71,5.3,1540,0,CUST0350
TXN001962,1382.79,Withdrawal,18,0,0,0,3,2723.3,3.5,2883,0,CUST0137
TXN001963,2181.57,Payment,18,6,0,0,2,12501.68,1.4,383,0,CUST0113
TXN001964,659.56,Transfer,11,1,0,0,1,2007.19,1.7,1035,0,CUST0175
TXN001965,1212.18,Payment,8,1,0,0,3,1406.42,1.7,2118,0,CUST0090
TXN001966,13539.78,Purchase,12,1,0,0,1,5234.87,12.4,1768,0,CUST0085
TXN001967,3819.64,Payment,12,3,1,0,6,1572.05,9.7,40,0,CUST0452
TXN001968,6571.26,Payment,10,2,0,0,2,491.19,0.7,3055,0,CUST0081
TXN001969,2569.53,Purchase,9,2,0,0,2,845.13,2.9,1836,0,CUST0162
TXN001970,1030.87,Purchase,12,0,0,0,2,1602.64,3.0,2602,0,CUST0477
TXN001971,4811.95,Purchase,17,6,0,0,3,1165.47,1.4,1078,0,CUST0211
TXN001972,3267.61,Payment,15,1,0,0,2,4279.45,4.2,3530,0,CUST0365
TXN001973,1971.58,Payment,18,5,0,0,4,1079.55,7.6,157,0,CUST0226
TXN001974,1628.72,Transfer,9,5,0,0,3,886.25,7.0,460,0,CUST0201
TXN001975,4493.64,Transfer,17,6,0,0,1,3721.12,15.0,1137,0,CUST0448
TXN001976,880.81,Payment,17,2,0,0,3,729.61,4.9,2044,0,CUST0267
TXN001977,2051.47,Purchase,16,0,0,0,1,1371.15,3.3,2754,0,CUST0078
TXN001978,1157.11,Payment,14,0,0,0,4,6343.18,1.5,2544,0,CUST0249
TXN001979,1151.52,Transfer,16,5,0,0,4,741.6,2.3,812,0,CUST0348
TXN001980,2475.62,Purchase,13,3,0,1,6,5792.64,2.9,2273,0,CUST0106
TXN001981,1888.62,Transfer,16,5,0,0,1,4135.7,3.4,3268,0,CUST0293
TXN001982,1125.7,Payment,16,3,0,0,1,3368.52,1.7,2008,0,CUST0444
TXN001983,1846.2,Transfer,15,1,0,0,0,1992.52,3.0,2155,0,CUST0188
TXN001984,1669.63,Transfer,17,1,0,0,4,685.79,2.7,1298,0,CUST0059
TXN001985,741.34,Transfer,12,2,0,0,3,438.13,7.4,1406,0,CUST0339
TXN001986,159.75,Transfer,15,6,0,0,4,1716.95,1.5,3440,0,CUST0126
TXN001987,1363.97,Payment,1,0,0,0,3,3582.85,0.1,541,0,CUST0296
TXN001988,627.97,Purchase,15,6,0,0,6,852.81,7.1,925,0,CUST0172
TXN001989,538.61,Payment,17,3,0,1,1,1108.6,7.6,3117,0,CUST0190
TXN001990,624.97,Payment,10,0,0,0,2,8119.96,5.1,2334,0,CUST0113
TXN001991,2132.9,Transfer,18,0,0,0,3,654.14,5.5,430,0,CUST0074
TXN001992,761.72,Payment,9,5,0,0,1,1695.57,12.1,2793,0,CUST0164
TXN001993,1652.86,Purchase,10,2,0,0,2,2745.11,6.6,2335,0,CUST0189
TXN001994,811.93,Transfer,18,5,0,0,1,397.26,6.5,2425,0,CUST0080
TXN001995,297.75,Payment,11,2,0,1,5,1241.04,2.7,1919,0,CUST0271
TXN001996,4648.9,Payment,18,1,0,0,2,613.37,2.0,1856,0,CUST0082
TXN001997,3106.72,Payment,8,2,0,0,2,1239.26,0.7,838,0,CUST0006
TXN001998,1667.84,Transfer,13,0,0,0,3,3720.48,2.0,267,0,CUST0495
TXN001999,617.29,Payment,1,4,0,0,1,877.46,12.3,673,0,CUST0042
TXN002000,2250.87,Purchase,12,0,0,0,1,2751.39,1.3,2511,0,CUST0447
TXN002001,856.44,Withdrawal,16,4,0,0,4,14011.89,9.7,2455,0,CUST0365
TXN002002,1423.78,Withdrawal,14,3,0,0,2,1024.53,7.9,1743,0,CUST0112
TXN002003,384.6,Purchase,10,5,1,0,2,4855.21,2.3,486,0,CUST0363
TXN002004,3650.65,Withdrawal,11,1,0,0,2,2131.99,1.9,1423,0,CUST0472
TXN002005,178.74,Transfer,8,1,0,0,3,1181.28,2.4,2853,0,CUST0087
TXN002006,520.58,Payment,9,5,0,0,2,990.22,18.9,542,0,CUST0093
TXN002007,705.28,Payment,13,3,0,0,0,2880.54,1.2,942,0,CUST0367
TXN002008,2981.67,Payment,15,2,0,0,1,3846.13,5.5,3193,0,CUST0239
TXN002009,818.59,Transfer,16,2,0,0,1,2930.63,13.1,2550,0,CUST0471
TXN002010,937.17,Withdrawal,9,4,0,0,4,1083.71,12.6,2315,0,CUST0031
TXN002011,1414.61,Transfer,10,4,0,0,2,2701.9,3.0,2859,0,CUST0347
TXN002012,812.37,Transfer,20,4,0,0,3,4166.95,5.2,737,0,CUST0291
TXN002013,1226.64,Withdrawal,22,3,0,0,1,5408.54,0.7,202,0,CUST0027
TXN002014,1553.16,Purchase,21,4,0,1,4,1217.12,1.5,3526,0,CUST0418
TXN002015,2805.82,Payment,11,0,0,0,4,5728.59,5.5,1441,0,CUST0281
TXN002016,4733.89,Transfer,17,6,0,0,2,1998.96,12.3,2800,0,CUST0325
TXN002017,15934.7,Transfer,10,6,0,1,7,1195.44,48.3,361,1,CUST0341
TXN002018,2766.45,Transfer,16,4,0,0,5,1629.38,9.9,1573,0,CUST0331
TXN002019,1210.5,Transfer,11,0,0,0,1,3784.45,2.1,1642,0,CUST0120
TXN002020,2531.33,Purchase,9,4,0,0,3,3777.34,6.3,3534,0,CUST0467
TXN002021,470.01,Withdrawal,13,1,1,0,3,1026.88,12.7,2132,0,CUST0233
TXN002022,1677.52,Payment,14,0,0,0,4,3454.14,2.6,1538,0,CUST0464
TXN002023,1446.25,Purchase,8,5,0,0,5,733.77,14.0,1537,0,CUST0390
TXN002024,708.68,Transfer,15,0,0,0,4,4209.38,8.6,1759,0,CUST0105
TXN002025,10009.38,Transfer,15,4,0,1,5,623.46,139.0,262,1,CUST0047
TXN002026,3199.95,Withdrawal,19,0,0,0,4,1650.4,3.4,2455,0,CUST0312
TXN002027,832.24,Transfer,18,5,0,0,2,1027.9,14.0,779,0,CUST0166
TXN002028,1127.67,Payment,19,2,0,0,4,564.57,5.1,2819,0,CUST0410
TXN002029,1256.88,Purchase,14,1,0,0,3,690.44,2.5,1113,0,CUST0486
TXN002030,2094.22,Transfer,15,2,0,0,2,4709.35,25.6,1191,0,CUST0284
TXN002031,2247.82,Withdrawal,19,5,0,0,1,1125.74,2.1,309,0,CUST0470
TXN002032,2362.3,Payment,11,1,0,0,2,973.42,1.3,946,0,CUST0327
TXN002033,2556.84,Purchase,19,4,0,1,4,2481.85,2.9,3210,0,CUST0129
TXN002034,105.9,Transfer,10,4,0,0,4,178.84,8.3,3249,0,CUST0425
TXN002035,1944.35,Payment,15,4,0,0,2,1693.93,3.2,3218,0,CUST0117
TXN002036,68130.86,Transfer,16,0,1,0,8,826.81,41.3,181,1,CUST0176
TXN002037,632.92,Payment,21,3,0,0,2,6184.99,7.1,190,0,CUST0205
TXN002038,28303.44,Payment,2,1,1,1,7,1984.73,382.7,34,1,CUST0465
TXN002039,4190.63,Purchase,20,4,0,0,0,3402.84,0.0,459,0,CUST0361
TXN002040,1061.33,Payment,14,6,0,0,1,3805.43,0.4,2646,0,CUST0341
TXN002041,3004.88,Payment,10,1,0,0,2,4368.49,4.3,3124,0,CUST0129
TXN002042,3699.2,Transfer,11,0,0,0,4,2785.1,6.6,1942,0,CUST0337
TXN002043,3759.65,Purchase,14,4,0,0,2,463.7,0.1,2668,0,CUST0084
TXN002044,3091.13,Payment,13,2,0,0,1,530.47,6.3,2087,0,CUST0222
TXN002045,681.03,Withdrawal,20,4,1,0,1,1926.73,0.6,598,0,CUST0401
TXN002046,2545.86,Purchase,12,0,0,0,1,2554.64,3.1,2388,0,CUST0155
TXN002047,4145.31,Transfer,11,5,0,0,0,3290.02,0.9,1927,0,CUST0475
TXN002048,706.34,Transfer,18,0,1,0,0,1460.55,2.0,2872,0,CUST0300
TXN002049,1065.07,Payment,19,0,0,1,1,1372.68,9.8,928,0,CUST0425
TXN002050,860.64,Payment,14,1,0,0,3,2403.06,2.5,567,0,CUST0004
TXN002051,168.74,Purchase,10,4,0,0,6,5232.67,0.0,49,0,CUST0489
TXN002052,2357.04,Payment,11,0,0,0,1,2049.42,2.9,1784,0,CUST0417
TXN002053,614.17,Purchase,21,1,0,1,0,5277.62,14.1,2721,0,CUST0129
TXN002054,338.84,Withdrawal,10,5,0,0,5,6470.21,3.9,2763,0,CUST0267
TXN002055,793.27,Transfer,8,4,0,0,5,1776.69,3.7,1936,0,CUST0392
TXN002056,950.34,Payment,11,0,0,0,5,1211.34,12.3,178,0,CUST0227
TXN002057,626.9,Transfer,19,2,0,0,5,2452.47,3.2,1561,0,CUST0192
TXN002058,991.85,Purchase,12,0,0,0,3,16310.4,13.3,1125,0,CUST0314
TXN002059,3198.45,Transfer,16,3,0,0,3,1282.58,1.7,882,0,CUST0060
TXN002060,1499.86,Payment,13,1,0,0,4,1870.5,28.5,2222,0,CUST0030
TXN002061,2388.33,Payment,17,2,0,0,4,3645.7,4.1,3603,0,CUST0485
TXN002062,3887.04,Transfer,18,4,0,0,6,1174.88,5.9,1750,0,CUST0052
TXN002063,2544.85,Withdrawal,22,0,0,0,3,6981.34,3.1,2854,0,CUST0296
TXN002064,1164.13,Payment,11,4,1,0,4,152.96,8.0,2204,0,CUST0252
TXN002065,1179.91,Purchase,11,5,0,0,4,4494.03,1.6,2609,0,CUST0216
TXN002066,1694.64,Purchase,19,0,0,0,3,1811.38,1.3,2060,0,CUST0387
TXN002067,2750.48,Transfer,15,0,0,0,3,885.37,2.2,1496,0,CUST0415
TXN002068,277.22,Withdrawal,10,6,0,0,4,909.65,5.6,1107,0,CUST0064
TXN002069,3495.55,Withdrawal,4,4,0,0,3,698.6,5.4,1709,0,CUST0105
TXN002070,1070.07,Purchase,13,1,0,0,2,416.15,1.5,1138,0,CUST0486
TXN002071,2927.98,Payment,12,1,0,0,1,1831.94,0.9,1128,0,CUST0452
TXN002072,788.34,Payment,10,4,0,0,3,6669.41,2.3,2116,0,CUST0324
TXN002073,307.64,Withdrawal,16,2,0,0,1,1808.56,4.3,2022,0,CUST0328
TXN002074,2647.64,Purchase,9,4,0,0,0,4048.11,6.3,2973,0,CUST0164
TXN002075,3186.06,Transfer,15,5,0,0,3,1496.26,20.8,2148,0,CUST0002
TXN002076,3510.97,Payment,8,2,0,0,1,973.0,7.5,2731,0,CUST0131
TXN002077,3192.77,Transfer,19,3,0,0,4,968.02,12.4,2300,0,CUST0431
TXN002078,1643.62,Payment,10,5,0,0,2,1814.48,2.9,3293,0,CUST0384
TXN002079,1140.66,Withdrawal,18,4,0,0,0,3965.72,4.9,1897,0,CUST0351
TXN002080,990.58,Payment,20,2,0,0,1,5984.95,3.8,806,0,CUST0187
TXN002081,1200.7,Payment,19,5,0,0,3,2517.6,4.6,340,0,CUST0010
TXN002082,2923.71,Purchase,9,3,0,0,3,5712.75,3.7,1537,0,CUST0496
TXN002083,546.82,Withdrawal,19,3,0,0,6,1538.11,3.8,1251,0,CUST0410
TXN002084,1767.17,Payment,16,0,0,0,4,2108.5,5.9,2260,0,CUST0375
TXN002085,1914.12,Payment,12,1,0,0,0,1502.94,1.7,285,0,CUST0258
TXN002086,3616.34,Purchase,18,0,0,0,1,751.62,2.9,2491,0,CUST0270
TXN002087,3074.9,Purchase,18,6,1,0,2,1525.03,5.1,3538,0,CUST0002
TXN002088,5286.85,Purchase,20,3,0,0,2,1495.37,3.0,1663,0,CUST0318
TXN002089,2070.07,Payment,19,2,0,0,1,4534.9,9.2,3325,0,CUST0059
TXN002090,315.84,Payment,16,2,0,0,2,619.63,1.7,1961,0,CUST0018
TXN002091,311.46,Transfer,11,4,0,0,5,1958.51,5.1,3592,0,CUST0347
TXN002092,4779.34,Purchase,13,1,0,0,1,4370.67,1.4,1944,0,CUST0393
TXN002093,1493.64,Transfer,15,6,0,0,1,4084.24,5.0,2031,0,CUST0060
TXN002094,2101.47,Payment,1,6,0,0,1,917.65,5.1,3067,0,CUST0053
TXN002095,1249.36,Purchase,20,0,0,0,2,4535.3,9.8,2239,0,CUST0352
TXN002096,457.88,Transfer,16,1,0,0,5,691.33,7.5,1285,0,CUST0139
TXN002097,7093.08,Purchase,13,2,0,0,2,1874.39,1.1,1396,0,CUST0446
TXN002098,3707.77,Purchase,17,1,0,0,6,914.15,1.0,82,0,CUST0405
TXN002099,1622.72,Transfer,7,6,0,0,4,4896.51,3.5,2305,0,CUST0097
TXN002100,1798.83,Purchase,11,2,0,0,3,6451.17,1.4,685,0,CUST0097
TXN002101,923.69,Transfer,9,4,0,0,2,1960.39,7.0,160,0,CUST0492
TXN002102,723.23,Withdrawal,10,1,0,0,0,8531.26,1.9,214,0,CUST0402
TXN002103,645.61,Transfer,10,6,0,0,3,5180.55,1.9,1403,0,CUST0408
TXN002104,715.12,Payment,20,4,0,0,1,425.99,0.6,3083,0,CUST0396
TXN002105,800.51,Purchase,18,2,0,0,4,1139.69,6.8,571,0,CUST0463
TXN002106,1164.76,Payment,16,5,0,0,1,910.56,2.8,1242,0,CUST0446
TXN002107,1007.82,Payment,11,2,0,0,2,387.16,5.6,2831,0,CUST0128
TXN002108,1021.28,Transfer,13,2,0,0,1,1700.26,7.1,1872,0,CUST0213
TXN002109,4403.69,Purchase,16,5,0,0,4,1437.89,5.0,360,0,CUST0240
TXN002110,2477.42,Payment,14,0,0,0,1,2507.41,3.9,2799,0,CUST0006
TXN002111,1302.7,Withdrawal,11,6,0,0,0,1451.41,5.2,1136,0,CUST0230
TXN002112,1760.73,Transfer,22,4,0,0,2,1157.87,7.6,3035,0,CUST0263
TXN002113,3584.9,Purchase,18,4,0,0,0,1495.75,4.4,1871,0,CUST0122
TXN002114,2294.73,Transfer,15,2,0,0,2,4630.43,1.3,258,0,CUST0274
TXN002115,1329.33,Transfer,8,3,0,0,2,1638.17,3.9,2961,0,CUST0086
TXN002116,2300.2,Payment,17,3,0,0,4,2209.52,6.1,2842,0,CUST0224
TXN002117,1587.41,Transfer,16,4,0,0,3,508.25,8.1,1783,0,CUST0063
TXN002118,2071.14,Transfer,18,0,0,0,2,1855.35,5.9,2215,0,CUST0293
TXN002119,3210.14,Transfer,17,4,0,0,5,557.06,9.0,1245,0,CUST0455
TXN002120,618.48,Payment,10,1,1,0,2,2590.09,6.5,3083,0,CUST0307
TXN002121,992.45,Transfer,20,0,0,0,5,1658.61,0.9,659,0,CUST0020
TXN002122,2155.12,Payment,10,2,0,0,2,2795.15,4.6,1126,0,CUST0205
TXN002123,772.37,Payment,12,0,0,0,4,1902.35,6.0,1655,0,CUST0189
TXN002124,1633.89,Payment,10,1,1,0,2,4255.11,6.7,1073,0,CUST0420
TXN002125,3415.12,Payment,16,3,0,0,2,1461.36,16.5,2551,0,CUST0157
TXN002126,618.11,Payment,23,6,0,0,3,1896.25,16.1,1631,0,CUST0299
TXN002127,525.06,Payment,18,2,0,0,6,4457.54,1.1,2576,0,CUST0108
TXN002128,819.83,Transfer,17,1,0,0,0,570.54,2.2,2534,0,CUST0384
TXN002129,2963.22,Transfer,20,6,0,0,0,1759.77,9.8,1840,0,CUST0277
TXN002130,3061.12,Transfer,15,3,0,0,2,2743.22,11.2,1487,0,CUST0066
TXN002131,647.84,Transfer,10,5,0,0,2,2929.9,0.6,685,0,CUST0108
TXN002132,1429.98,Transfer,17,3,0,0,2,2375.95,7.1,1805,0,CUST0413
TXN002133,812.13,Purchase,19,3,0,0,6,1538.62,4.7,913,0,CUST0275
TXN002134,3840.44,Transfer,18,4,0,0,2,2504.42,6.3,1874,0,CUST0162
TXN002135,1430.96,Transfer,16,0,0,0,1,4850.78,10.3,2157,0,CUST0136
TXN002136,460.88,Payment,0,4,0,0,5,2135.99,1.9,2868,0,CUST0480
TXN002137,5403.48,Withdrawal,19,2,0,0,1,3500.21,0.9,2940,0,CUST0205
TXN002138,1686.6,Payment,16,4,0,0,3,2388.45,3.6,832,0,CUST0146
TXN002139,5638.17,Purchase,10,1,0,0,1,2512.37,3.1,3490,0,CUST0260
TXN002140,654.66,Transfer,17,5,0,0,4,508.93,8.4,990,0,CUST0402
TXN002141,398.66,Purchase,19,3,0,0,4,1226.42,2.8,2139,0,CUST0248
TXN002142,584.86,Transfer,23,0,0,0,7,8678.67,7.7,1090,0,CUST0367
TXN002143,1527.98,Payment,13,0,0,0,3,803.41,18.1,838,0,CUST0206
TXN002144,1462.51,Withdrawal,18,5,0,0,2,9877.75,4.2,1180,0,CUST0239
TXN002145,950.02,Payment,14,4,0,0,3,3307.26,2.4,2569,0,CUST0048
TXN002146,4170.09,Payment,18,6,0,0,0,1728.71,3.8,2331,0,CUST0264
TXN002147,3583.74,Purchase,16,2,0,0,2,10073.69,3.7,3388,0,CUST0019
TXN002148,1957.94,Payment,16,2,0,0,1,3052.4,0.5,1379,0,CUST0118
TXN002149,590.2,Payment,11,0,0,0,4,2006.07,7.4,2792,0,CUST0152
TXN002150,699.66,Purchase,0,5,0,0,3,2300.89,5.1,2145,0,CUST0383
TXN002151,5417.01,Payment,10,5,0,0,2,2269.91,6.3,2917,0,CUST0305
TXN002152,729.42,Payment,15,1,0,0,1,9668.67,4.6,675,0,CUST0120
TXN002153,2970.25,Payment,20,5,0,0,0,905.25,5.8,213,0,CUST0400
TXN002154,1206.29,Transfer,9,2,0,0,1,3009.62,2.2,1065,0,CUST0229
TXN002155,5160.08,Transfer,20,4,0,0,4,637.6,10.3,2312,0,CUST0054
TXN002156,544.74,Purchase,11,5,0,0,7,986.49,4.7,1110,0,CUST0321
TXN002157,201.11,Payment,22,2,0,0,1,840.4,9.4,118,0,CUST0045
TXN002158,1557.19,Transfer,16,5,0,0,2,866.89,0.2,1881,0,CUST0271
TXN002159,1871.2,Withdrawal,12,2,0,0,4,21771.58,0.2,1816,0,CUST0009
TXN002160,3668.7,Withdrawal,14,6,0,0,3,2548.68,3.5,3463,0,CUST0170
TXN002161,480.66,Withdrawal,16,5,1,0,3,1963.42,3.6,2711,0,CUST0082
TXN002162,2180.83,Transfer,16,5,0,0,3,1158.44,1.8,1910,0,CUST0260
TXN002163,6168.89,Transfer,10,0,0,0,2,776.08,2.6,1272,0,CUST0426
TXN002164,4148.48,Purchase,9,0,0,0,2,5399.13,24.1,2853,0,CUST0182
TXN002165,3771.66,Payment,19,6,0,0,1,3207.0,0.4,1547,0,CUST0186
TXN002166,718.98,Payment,22,3,0,0,4,711.15,9.0,2187,0,CUST0246
TXN002167,338.46,Transfer,13,3,0,0,5,11203.53,3.6,522,0,CUST0249
TXN002168,4129.55,Withdrawal,18,6,0,1,4,779.42,6.2,3032,0,CUST0128
TXN002169,435.3,Payment,11,4,0,0,4,4669.87,0.4,570,0,CUST0197
TXN002170,1071.08,Payment,6,3,0,0,2,1164.83,10.6,1878,0,CUST0391
TXN002171,1376.88,Transfer,12,5,0,0,4,7957.29,4.6,2057,0,CUST0050
TXN002172,3840.74,Transfer,15,5,0,0,3,1158.69,5.6,3265,0,CUST0194
TXN002173,1521.38,Payment,12,0,0,0,2,7376.77,0.6,854,0,CUST0451
TXN002174,2302.62,Payment,19,0,0,0,0,1328.05,0.3,2269,0,CUST0385
TXN002175,809.83,Transfer,19,0,0,0,4,805.95,1.3,1851,0,CUST0146
TXN002176,469.63,Purchase,12,5,0,0,0,3712.07,0.9,3008,0,CUST0135
TXN002177,688.38,Transfer,10,0,0,0,3,654.8,0.1,3120,0,CUST0494
TXN002178,3380.12,Withdrawal,19,6,0,1,4,5638.07,1.1,2779,0,CUST0440
TXN002179,1082.24,Transfer,15,2,0,0,3,3297.79,3.4,3391,0,CUST0134
TXN002180,2163.71,Payment,11,6,0,0,3,1410.56,2.7,2149,0,CUST0162
TXN002181,11226.25,Payment,20,0,0,0,1,1595.45,4.5,200,0,CUST0484
TXN002182,3506.11,Purchase,21,3,0,0,3,4199.9,2.0,231,0,CUST0043
TXN002183,1222.73,Transfer,22,2,0,0,2,12086.5,1.0,571,0,CUST0453
TXN002184,2924.88,Payment,10,4,0,0,2,2932.82,3.6,3425,0,CUST0233
TXN002185,3047.7,Purchase,14,6,0,0,2,3154.6,11.2,909,0,CUST0405
TXN002186,27581.82,Withdrawal,21,5,1,1,7,5141.47,128.8,169,1,CUST0370
TXN002187,1505.84,Payment,9,5,0,0,1,2170.51,9.6,1961,0,CUST0087
TXN002188,456.91,Payment,12,0,0,0,2,5737.54,8.4,2210,0,CUST0483
TXN002189,44051.19,Payment,18,0,0,0,3,1146.12,9.3,2783,0,CUST0129
TXN002190,6325.12,Transfer,22,6,0,1,0,1545.88,1.1,1993,0,CUST0043
TXN002191,1323.74,Withdrawal,18,3,0,0,0,5922.5,2.3,3570,0,CUST0187
TXN002192,3237.55,Payment,20,4,0,0,2,3123.22,6.2,1722,0,CUST0419
TXN002193,181.97,Payment,17,5,0,0,2,5157.99,3.8,1390,0,CUST0317
TXN002194,854.61,Transfer,17,2,0,1,2,197.19,8.6,3557,0,CUST0403
TXN002195,5568.79,Payment,21,5,0,0,2,854.38,0.2,1904,0,CUST0310
TXN002196,1168.93,Transfer,13,2,0,0,0,3471.08,16.5,255,0,CUST0186
TXN002197,4531.98,Payment,10,0,0,0,0,1240.14,2.8,1279,0,CUST0063
TXN002198,647.16,Payment,11,5,0,0,4,2284.3,5.9,3071,0,CUST0222
TXN002199,275.81,Payment,15,6,0,0,1,11039.49,9.8,342,0,CUST0426
TXN002200,4015.23,Payment,10,2,0,0,3,7160.76,6.4,1159,0,CUST0006
TXN002201,1993.86,Transfer,11,6,0,0,1,6117.93,8.4,2196,0,CUST0490
TXN002202,5071.44,Purchase,13,1,0,0,3,645.77,1.6,2965,0,CUST0182
TXN002203,1528.22,Payment,12,6,0,0,1,1327.62,6.8,1634,0,CUST0095
TXN002204,1457.97,Transfer,16,6,0,0,3,1849.86,5.1,158,0,CUST0380
TXN002205,2437.67,Purchase,16,5,0,0,0,1550.2,3.7,347,0,CUST0428
TXN002206,4197.72,Withdrawal,13,5,0,1,1,3707.71,3.8,1610,0,CUST0187
TXN002207,3608.01,Purchase,6,1,0,0,3,395.77,4.7,3595,0,CUST0270
TXN002208,470.66,Purchase,17,6,0,0,3,2559.27,0.4,1484,0,CUST0016
TXN002209,806.21,Payment,11,5,0,0,2,1391.48,5.7,1249,0,CUST0121
TXN002210,4387.78,Payment,9,4,0,0,1,1093.24,11.6,1916,0,CUST0060
TXN002211,3900.42,Payment,17,2,0,0,2,6161.49,2.1,3466,0,CUST0413
TXN002212,2447.04,Transfer,18,2,0,0,2,2403.39,9.4,1162,0,CUST0359
TXN002213,2819.17,Purchase,13,4,0,0,4,2843.8,2.2,1844,0,CUST0106
TXN002214,4616.89,Purchase,9,6,0,0,1,1601.31,0.9,2839,0,CUST0232
TXN002215,9928.58,Payment,9,2,0,0,0,2085.86,10.2,2458,0,CUST0339
TXN002216,5091.1,Withdrawal,9,1,0,0,2,1399.49,10.3,2688,0,CUST0061
TXN002217,1684.97,Payment,18,0,0,0,0,4063.6,0.4,2367,0,CUST0213
TXN002218,813.06,Transfer,16,3,1,0,2,495.53,4.1,248,0,CUST0097
TXN002219,1786.4,Purchase,9,3,0,0,3,4685.66,0.2,2893,0,CUST0350
TXN002220,3101.88,Withdrawal,6,3,0,0,2,1376.3,2.8,2938,0,CUST0014
TXN002221,343.41,Payment,12,1,0,0,4,568.43,1.2,3157,0,CUST0415
TXN002222,2650.9,Purchase,19,4,0,0,3,1275.19,2.8,280,0,CUST0474
TXN002223,1700.92,Purchase,9,2,0,0,4,873.15,0.9,2118,0,CUST0183
TXN002224,1338.12,Purchase,18,0,0,0,5,1959.48,0.7,2122,0,CUST0018
TXN002225,2821.34,Transfer,11,6,0,1,2,536.15,10.7,1458,0,CUST0004
TXN002226,1128.6,Payment,12,2,0,0,1,383.68,0.6,145,0,CUST0420
TXN002227,6881.95,Payment,16,2,0,0,2,1201.9,0.3,375,0,CUST0077
TXN002228,1378.67,Purchase,20,3,0,0,3,1621.8,1.7,2610,0,CUST0309
TXN002229,7871.74,Transfer,23,6,0,0,0,2226.5,15.7,2237,0,CUST0485
TXN002230,1780.28,Purchase,11,4,0,0,2,1994.71,7.2,3428,0,CUST0010
TXN002231,827.16,Transfer,18,5,0,0,6,3024.58,2.6,513,0,CUST0357
TXN002232,1523.1,Purchase,7,2,0,0,2,2909.18,4.2,1418,0,CUST0222
TXN002233,1241.03,Transfer,10,6,0,0,0,899.57,0.9,371,0,CUST0127
TXN002234,6265.81,Payment,18,3,0,0,3,499.9,2.7,1547,0,CUST0186
TXN002235,1015.86,Transfer,18,6,0,0,0,1408.3,3.9,208,0,CUST0060
TXN002236,880.21,Transfer,8,0,0,1,1,539.96,6.1,151,0,CUST0489
TXN002237,5438.0,Transfer,22,2,0,0,13,462.25,24.4,293,1,CUST0260
TXN002238,980.91,Purchase,19,1,0,0,1,1960.71,4.0,1930,0,CUST0394
TXN002239,1144.57,Purchase,11,2,0,0,1,714.18,0.7,1030,0,CUST0490
TXN002240,4411.93,Payment,12,5,0,0,2,2228.39,6.1,3069,0,CUST0364
TXN002241,803.6,Payment,21,2,0,0,4,1153.91,1.6,2566,0,CUST0424
TXN002242,705.55,Withdrawal,9,4,0,1,1,344.35,0.3,2062,0,CUST0232
TXN002243,7733.18,Withdrawal,7,4,0,0,5,356.06,15.5,3557,0,CUST0284
TXN002244,9854.89,Transfer,17,1,1,0,4,895.76,2.6,2069,0,CUST0194
TXN002245,2684.83,Payment,14,6,0,0,3,744.71,0.9,3127,0,CUST0091
TXN002246,6823.02,Payment,5,0,1,0,0,576.5,0.1,610,0,CUST0252
TXN002247,6339.27,Withdrawal,21,2,0,0,3,5594.72,1.1,1697,0,CUST0477
TXN002248,529.7,Withdrawal,12,6,0,0,1,3980.1,4.9,709,0,CUST0262
TXN002249,4213.79,Payment,20,3,1,0,0,1488.64,0.4,2974,0,CUST0023
TXN002250,1525.61,Payment,17,4,0,0,5,1133.4,1.3,1034,0,CUST0460
TXN002251,3615.03,Purchase,13,1,0,0,7,1594.9,1.3,2271,0,CUST0361
TXN002252,2042.33,Withdrawal,12,3,0,0,0,426.77,2.1,1024,0,CUST0456
TXN002253,2501.53,Purchase,6,1,0,0,3,2187.11,3.1,3267,0,CUST0458
TXN002254,1130.77,Withdrawal,10,5,0,0,4,4390.66,2.4,1738,0,CUST0337
TXN002255,4807.09,Purchase,16,2,0,0,4,4477.17,0.6,2110,0,CUST0065
TXN002256,981.34,Withdrawal,11,0,0,0,6,4125.16,1.8,2948,0,CUST0067
TXN002257,906.62,Purchase,15,2,0,0,1,570.34,6.0,2265,0,CUST0108
TXN002258,886.39,Payment,9,2,0,0,5,3616.94,4.2,3304,0,CUST0381
TXN002259,601.75,Purchase,12,3,0,0,1,3375.78,5.2,1655,0,CUST0046
TXN002260,4356.47,Withdrawal,10,6,0,0,4,4205.87,6.9,2362,0,CUST0156
TXN002261,1555.82,Purchase,10,0,0,1,3,6947.38,2.9,1725,0,CUST0490
TXN002262,1307.44,Payment,18,5,1,0,2,5500.42,1.1,2207,0,CUST0484
TXN002263,3864.98,Payment,10,4,0,0,1,4540.5,5.1,3524,0,CUST0315
TXN002264,830.63,Withdrawal,18,0,0,0,5,2019.31,2.3,3288,0,CUST0253
TXN002265,2224.95,Purchase,18,3,0,0,3,3208.3,18.4,2929,0,CUST0048
