age,annual_income,employment_type,employment_stability_years,credit_score,existing_loans_count,existing_monthly_debt,requested_loan_amount,loan_tenure_months,dependents,savings_balance,risk_label,approved
21,508000.0,Self-Employed,2.3,679,2,8758.0,1560000.0,36,1,104673.0,HIGH,0
38,257000.0,Business,15.0,769,0,0.0,646000.0,84,4,87676.0,MEDIUM,1
52,1900000.0,Salaried,27.2,794,0,0.0,1105000.0,48,2,1766224.0,LOW,1
31,1407000.0,Salaried,13.0,585,3,13260.0,2578000.0,60,2,830021.0,MEDIUM,0
41,812000.0,Salaried,11.9,579,2,18052.0,2761000.0,48,1,484876.0,MEDIUM,0
46,332000.0,Self-Employed,3.6,575,0,0.0,487000.0,48,0,180875.0,LOW,1
45,525000.0,Freelance,8.8,608,2,2101.0,1094000.0,60,1,390992.0,LOW,1
42,491000.0,Business,24.0,768,4,20291.0,1035000.0,48,0,587961.0,MEDIUM,0
47,659000.0,Salaried,13.1,724,1,8012.0,1705000.0,24,3,537653.0,MEDIUM,1
33,1291000.0,Salaried,14.2,636,0,0.0,4610000.0,84,1,1009685.0,MEDIUM,1
53,916000.0,Salaried,15.0,679,4,12907.0,863000.0,12,4,633508.0,MEDIUM,1
54,283000.0,Salaried,26.5,792,1,2146.0,613000.0,84,3,298436.0,LOW,1
61,1234000.0,Self-Employed,18.1,832,1,5284.0,2307000.0,120,2,1610231.0,LOW,0
55,652000.0,Freelance,20.8,700,1,5509.0,909000.0,60,3,463576.0,LOW,1
21,816000.0,Freelance,1.9,467,3,16671.0,3021000.0,12,3,126166.0,HIGH,0
41,1303000.0,Self-Employed,0.9,703,3,45417.0,430000.0,24,3,1171002.0,LOW,1
26,277000.0,Business,8.0,754,1,2140.0,208000.0,60,2,228372.0,LOW,1
48,529000.0,Self-Employed,28.5,697,0,0.0,1594000.0,24,4,566706.0,MEDIUM,0
37,393000.0,Salaried,19.0,738,1,3562.0,501000.0,36,3,141702.0,MEDIUM,1
25,211000.0,Self-Employed,7.0,708,0,0.0,628000.0,36,0,238490.0,MEDIUM,1
51,665000.0,Self-Employed,24.5,581,0,0.0,2247000.0,36,1,354945.0,MEDIUM,0
25,2439000.0,Business,7.0,609,1,11944.0,3029000.0,12,2,2332342.0,MEDIUM,1
58,179000.0,Salaried,25.3,654,0,0.0,181000.0,120,2,151475.0,LOW,1
23,530000.0,Salaried,2.7,765,4,25682.0,444000.0,84,1,583002.0,MEDIUM,1
43,794000.0,Salaried,4.0,618,0,0.0,826000.0,84,2,276814.0,MEDIUM,0
57,582000.0,Freelance,11.7,716,1,5627.0,750000.0,36,0,168282.0,MEDIUM,0
57,505000.0,Salaried,29.1,704,0,0.0,1775000.0,36,2,371964.0,MEDIUM,0
30,248000.0,Business,10.5,806,2,4629.0,781000.0,24,2,130887.0,MEDIUM,0
30,621000.0,Business,12.0,676,0,0.0,191000.0,120,3,678686.0,LOW,1
39,343000.0,Salaried,2.8,539,1,1819.0,1212000.0,48,2,152572.0,HIGH,0
37,150000.0,Self-Employed,10.0,731,2,3640.0,89000.0,120,0,25312.0,LOW,1
41,1107000.0,Business,10.5,851,4,27334.0,3016000.0,120,1,807068.0,MEDIUM,1
34,960000.0,Self-Employed,1.5,736,2,15779.0,826000.0,48,2,641140.0,MEDIUM,1
29,557000.0,Freelance,3.6,616,0,0.0,295000.0,84,1,21176.0,MEDIUM,0
21,620000.0,Salaried,1.0,593,0,0.0,1929000.0,84,2,161546.0,LOW,1
65,1030000.0,Salaried,25.1,603,2,22884.0,2090000.0,36,4,34963.0,MEDIUM,0
33,618000.0,Business,1.9,840,0,0.0,1555000.0,84,0,496260.0,LOW,1
24,930000.0,Business,3.3,653,1,6240.0,1743000.0,48,0,313522.0,LOW,1
21,452000.0,Freelance,0.8,626,5,25430.0,248000.0,120,2,92607.0,MEDIUM,1
60,1187000.0,Self-Employed,20.9,667,3,21643.0,3604000.0,36,2,1094200.0,MEDIUM,1
52,655000.0,Freelance,18.6,654,3,13915.0,2185000.0,36,1,43678.0,MEDIUM,0
54,607000.0,Business,19.3,805,3,8699.0,275000.0,12,0,568318.0,LOW,1
48,252000.0,Business,11.2,598,2,3906.0,426000.0,60,1,143765.0,MEDIUM,1
51,642000.0,Self-Employed,6.2,774,2,5120.0,1516000.0,48,2,640038.0,MEDIUM,1
28,328000.0,Salaried,10.0,689,1,1581.0,833000.0,36,3,59782.0,MEDIUM,0
59,368000.0,Freelance,24.3,776,5,22226.0,898000.0,48,5,413532.0,MEDIUM,1
46,331000.0,Salaried,4.2,806,1,461.0,948000.0,12,3,152173.0,MEDIUM,1
54,285000.0,Self-Employed,14.6,686,2,750.0,1105000.0,120,2,13343.0,LOW,1
23,1934000.0,Salaried,1.0,654,1,1047.0,3375000.0,12,1,1381950.0,MEDIUM,0
32,1201000.0,Self-Employed,5.0,685,0,0.0,2834000.0,36,4,1166129.0,LOW,1
21,1710000.0,Self-Employed,1.2,672,2,17024.0,4936000.0,48,2,706459.0,MEDIUM,0
64,259000.0,Salaried,16.1,547,1,306.0,645000.0,48,2,124150.0,MEDIUM,1
25,564000.0,Business,6.5,804,2,7743.0,976000.0,48,2,324481.0,MEDIUM,0
50,249000.0,Salaried,9.3,699,2,3631.0,650000.0,12,1,21267.0,HIGH,0
50,356000.0,Self-Employed,29.0,586,1,3342.0,963000.0,24,2,257627.0,MEDIUM,0
37,311000.0,Salaried,19.0,514,0,0.0,766000.0,24,3,241912.0,MEDIUM,1
43,1137000.0,Salaried,25.0,493,1,8803.0,1204000.0,48,1,393566.0,MEDIUM,0
35,426000.0,Salaried,13.8,741,3,1784.0,925000.0,48,2,90017.0,MEDIUM,1
57,1026000.0,Business,18.7,630,1,1135.0,3665000.0,60,0,549849.0,LOW,1
41,776000.0,Salaried,11.3,643,1,7542.0,2727000.0,36,4,739957.0,MEDIUM,1
34,2153000.0,Freelance,2.3,719,1,17502.0,6627000.0,12,4,1576820.0,MEDIUM,0
22,222000.0,Salaried,2.7,638,3,1348.0,639000.0,60,1,55170.0,MEDIUM,0
31,1150000.0,Salaried,13.0,723,2,7284.0,997000.0,48,2,777610.0,LOW,1
59,1075000.0,Salaried,8.6,687,0,0.0,2150000.0,84,0,423283.0,MEDIUM,1
58,301000.0,Salaried,25.4,673,3,6390.0,214000.0,24,0,18624.0,MEDIUM,1
54,989000.0,Business,4.5,554,3,21696.0,3287000.0,24,2,810810.0,HIGH,0
58,661000.0,Business,11.0,614,2,3470.0,910000.0,60,2,529399.0,MEDIUM,0
54,471000.0,Self-Employed,3.7,728,1,3704.0,1478000.0,24,1,523282.0,MEDIUM,0
38,330000.0,Salaried,12.1,625,2,6358.0,1094000.0,24,1,233103.0,MEDIUM,0
50,351000.0,Salaried,1.2,776,1,3884.0,1264000.0,84,2,210792.0,MEDIUM,0
35,1849000.0,Self-Employed,8.2,867,2,34055.0,5712000.0,36,4,1360246.0,MEDIUM,0
47,541000.0,Freelance,12.0,732,3,11693.0,1293000.0,48,0,150802.0,HIGH,0
54,864000.0,Salaried,14.3,799,3,21814.0,2171000.0,120,2,465039.0,LOW,0
58,336000.0,Business,16.3,737,1,2037.0,499000.0,60,0,78253.0,MEDIUM,1
53,338000.0,Salaried,8.2,637,3,2876.0,323000.0,84,2,172559.0,LOW,1
44,1034000.0,Salaried,15.7,696,0,0.0,810000.0,12,1,777336.0,LOW,1
35,240000.0,Self-Employed,15.3,841,0,0.0,234000.0,12,0,94323.0,MEDIUM,1
50,421000.0,Salaried,9.5,638,1,3128.0,1581000.0,84,0,414637.0,MEDIUM,0
62,552000.0,Business,24.9,596,2,13664.0,501000.0,48,2,351923.0,MEDIUM,0
37,578000.0,Salaried,16.4,589,0,0.0,1721000.0,12,0,135852.0,MEDIUM,1
25,485000.0,Business,7.0,662,1,3555.0,477000.0,84,1,102350.0,MEDIUM,0
49,685000.0,Salaried,28.4,599,0,0.0,2677000.0,24,0,131761.0,MEDIUM,1
24,819000.0,Freelance,2.1,813,2,8111.0,1357000.0,36,1,1075911.0,LOW,1
30,840000.0,Salaried,12.0,697,3,29525.0,1533000.0,60,2,252003.0,MEDIUM,1
37,299000.0,Business,19.0,757,2,2155.0,537000.0,60,2,73276.0,MEDIUM,0
30,456000.0,Business,11.3,656,1,5696.0,1514000.0,24,3,93873.0,MEDIUM,1
37,1107000.0,Freelance,8.4,588,5,5834.0,1226000.0,120,1,386685.0,MEDIUM,1
40,924000.0,Self-Employed,19.9,575,2,13123.0,3118000.0,48,4,540497.0,MEDIUM,0
44,237000.0,Business,26.0,607,3,4581.0,647000.0,36,1,25685.0,HIGH,0
25,667000.0,Salaried,7.0,707,2,4258.0,744000.0,12,0,145318.0,MEDIUM,0
54,165000.0,Salaried,26.4,721,5,9783.0,89000.0,120,4,191357.0,MEDIUM,1
26,556000.0,Salaried,8.0,728,3,12910.0,1761000.0,60,2,420340.0,MEDIUM,0
22,1687000.0,Salaried,1.6,560,1,4855.0,1873000.0,60,1,257042.0,MEDIUM,0
33,306000.0,Freelance,15.0,679,1,1469.0,1098000.0,48,3,192502.0,MEDIUM,1
63,328000.0,Salaried,22.7,597,2,5914.0,256000.0,36,3,84685.0,MEDIUM,1
63,855000.0,Self-Employed,29.4,712,2,6363.0,2206000.0,84,3,975670.0,LOW,1
31,214000.0,Self-Employed,13.0,718,2,4706.0,612000.0,12,1,103459.0,MEDIUM,1
43,370000.0,Self-Employed,13.5,586,1,766.0,1011000.0,60,3,60125.0,MEDIUM,1
36,773000.0,Self-Employed,15.9,757,1,2556.0,1136000.0,60,2,604623.0,LOW,1
51,369000.0,Salaried,27.0,867,2,1337.0,1306000.0,12,2,88377.0,LOW,0
31,469000.0,Self-Employed,13.0,746,3,1832.0,1477000.0,120,1,308251.0,MEDIUM,0
36,845000.0,Salaried,7.7,666,2,6344.0,1849000.0,36,1,789848.0,MEDIUM,1
28,696000.0,Freelance,10.0,654,0,0.0,1762000.0,36,1,273586.0,MEDIUM,0
24,634000.0,Business,3.4,663,0,0.0,1519000.0,36,2,340514.0,MEDIUM,0
60,441000.0,Freelance,2.9,619,0,0.0,1677000.0,60,2,61382.0,HIGH,0
24,675000.0,Salaried,3.5,700,0,0.0,2441000.0,84,2,510873.0,LOW,1
45,502000.0,Salaried,3.3,588,0,0.0,588000.0,24,2,67869.0,MEDIUM,1
23,711000.0,Salaried,3.0,528,2,13249.0,905000.0,120,2,210911.0,MEDIUM,0
52,401000.0,Salaried,24.1,697,3,11307.0,1576000.0,60,2,388571.0,MEDIUM,1
23,484000.0,Salaried,3.0,681,1,52.0,569000.0,48,1,96348.0,LOW,1
47,298000.0,Self-Employed,25.3,634,2,4856.0,1141000.0,120,1,260651.0,MEDIUM,0
49,529000.0,Salaried,10.3,577,2,8341.0,1430000.0,48,3,317896.0,MEDIUM,0
52,332000.0,Self-Employed,28.7,703,4,8593.0,161000.0,84,3,65078.0,LOW,1
39,277000.0,Business,6.3,600,3,3939.0,427000.0,120,2,52991.0,MEDIUM,0
41,631000.0,Self-Employed,1.1,668,0,0.0,1301000.0,60,5,465575.0,MEDIUM,1
25,614000.0,Salaried,7.0,821,0,0.0,2077000.0,60,0,617219.0,LOW,0
38,864000.0,Salaried,20.0,732,0,0.0,1310000.0,12,1,695221.0,LOW,1
48,417000.0,Self-Employed,7.0,570,2,3233.0,604000.0,36,2,278350.0,LOW,1
62,690000.0,Salaried,29.5,578,2,7584.0,2556000.0,84,2,247401.0,MEDIUM,0
42,752000.0,Self-Employed,15.1,692,1,2012.0,446000.0,12,1,29661.0,LOW,0
41,706000.0,Salaried,23.0,569,3,16085.0,1652000.0,84,1,354019.0,MEDIUM,0
26,329000.0,Business,8.0,519,1,3636.0,713000.0,48,2,166686.0,LOW,1
21,591000.0,Business,3.0,722,5,21995.0,303000.0,48,1,490324.0,MEDIUM,0
25,672000.0,Self-Employed,7.0,705,0,0.0,420000.0,24,0,200071.0,LOW,1
61,543000.0,Salaried,10.0,716,0,0.0,930000.0,36,4,126582.0,LOW,1
32,155000.0,Salaried,14.0,701,1,1449.0,123000.0,36,3,149237.0,LOW,1
46,595000.0,Business,13.6,674,0,0.0,1231000.0,84,3,556358.0,LOW,1
54,2038000.0,Self-Employed,1.1,627,2,30782.0,5203000.0,48,1,2058394.0,HIGH,0
34,435000.0,Salaried,7.8,721,0,0.0,1243000.0,12,1,186758.0,MEDIUM,1
46,349000.0,Salaried,6.4,802,2,2142.0,810000.0,60,4,41906.0,LOW,1
65,676000.0,Salaried,26.0,639,0,0.0,1152000.0,36,5,347932.0,LOW,1
47,652000.0,Business,18.0,598,1,862.0,509000.0,60,4,314864.0,LOW,1
29,1105000.0,Salaried,11.0,589,3,40927.0,1343000.0,48,2,72497.0,HIGH,0
46,254000.0,Self-Employed,28.0,610,4,1091.0,470000.0,24,1,148541.0,MEDIUM,0
42,838000.0,Self-Employed,19.3,696,1,1766.0,3117000.0,48,2,273422.0,HIGH,0
50,770000.0,Self-Employed,29.5,508,4,18474.0,808000.0,60,2,93069.0,MEDIUM,0
63,496000.0,Business,9.4,715,2,10729.0,907000.0,48,4,360589.0,MEDIUM,0
37,662000.0,Business,5.6,731,1,2945.0,1992000.0,36,1,244161.0,MEDIUM,1
46,1002000.0,Self-Employed,12.1,536,3,28880.0,2915000.0,84,1,498245.0,MEDIUM,0
56,912000.0,Salaried,14.1,601,1,7707.0,3532000.0,84,1,42791.0,MEDIUM,1
21,272000.0,Salaried,1.8,686,1,2171.0,274000.0,60,1,118580.0,LOW,1
28,884000.0,Self-Employed,10.0,668,2,18675.0,319000.0,60,2,841286.0,LOW,1
55,520000.0,Self-Employed,8.8,721,1,92.0,776000.0,24,3,408391.0,LOW,1
35,565000.0,Self-Employed,17.0,668,0,0.0,482000.0,120,1,538946.0,LOW,1
42,565000.0,Salaried,15.2,781,0,0.0,1316000.0,36,0,546741.0,LOW,1
34,494000.0,Self-Employed,4.9,654,2,11583.0,1791000.0,12,1,385186.0,MEDIUM,1
46,1105000.0,Salaried,17.3,601,2,21923.0,3145000.0,120,2,943700.0,LOW,1
48,514000.0,Business,27.3,594,1,5645.0,412000.0,24,2,25891.0,MEDIUM,1
43,276000.0,Salaried,25.0,738,3,2102.0,201000.0,36,2,147507.0,LOW,1
34,427000.0,Business,16.0,682,1,1704.0,1568000.0,84,1,459323.0,LOW,1
44,602000.0,Salaried,11.3,730,2,4744.0,1267000.0,12,4,148103.0,LOW,1
22,1130000.0,Salaried,1.2,729,3,4626.0,4201000.0,120,1,902670.0,MEDIUM,0
65,776000.0,Business,14.1,518,3,21231.0,2347000.0,84,2,514380.0,MEDIUM,0
46,324000.0,Salaried,22.6,588,1,551.0,1288000.0,60,4,289258.0,MEDIUM,0
34,2400000.0,Business,10.8,598,2,3151.0,8457000.0,84,3,2042647.0,MEDIUM,0
27,633000.0,Self-Employed,7.1,614,1,6136.0,1160000.0,120,3,434883.0,MEDIUM,1
23,1162000.0,Self-Employed,2.5,646,2,26280.0,3609000.0,24,0,884040.0,MEDIUM,0
43,493000.0,Salaried,24.6,759,1,4709.0,1007000.0,60,3,225476.0,LOW,1
63,744000.0,Self-Employed,19.1,775,1,7676.0,865000.0,60,2,238126.0,LOW,1
65,894000.0,Self-Employed,4.1,656,0,0.0,1065000.0,120,1,920893.0,LOW,1
38,1122000.0,Self-Employed,4.3,659,0,0.0,1986000.0,60,5,1181222.0,LOW,0
58,1019000.0,Self-Employed,3.1,623,2,12654.0,726000.0,36,0,459111.0,MEDIUM,0
55,912000.0,Salaried,18.5,687,3,33801.0,873000.0,12,4,442539.0,MEDIUM,0
35,447000.0,Salaried,3.5,696,0,0.0,962000.0,36,0,240130.0,MEDIUM,1
45,383000.0,Salaried,25.3,744,0,0.0,1467000.0,60,1,225274.0,MEDIUM,0
57,660000.0,Salaried,29.8,743,1,5291.0,1609000.0,120,0,685285.0,MEDIUM,1
48,946000.0,Salaried,11.0,495,2,13732.0,1714000.0,24,4,336589.0,MEDIUM,0
30,473000.0,Business,12.0,667,0,0.0,567000.0,84,0,457879.0,LOW,1
59,1024000.0,Business,21.4,790,0,0.0,1049000.0,120,2,944373.0,LOW,1
37,1292000.0,Salaried,19.0,644,1,13936.0,3535000.0,60,2,1313712.0,MEDIUM,0
59,312000.0,Freelance,26.8,771,3,2052.0,1073000.0,12,3,272495.0,LOW,1
42,327000.0,Self-Employed,1.7,655,0,0.0,581000.0,36,2,151249.0,MEDIUM,1
46,497000.0,Freelance,5.1,693,1,100.0,1162000.0,12,0,520628.0,MEDIUM,0
64,650000.0,Business,22.6,589,2,2142.0,1895000.0,36,1,158706.0,MEDIUM,0
45,394000.0,Business,20.7,592,0,0.0,203000.0,84,1,365807.0,LOW,1
37,1216000.0,Salaried,4.0,738,0,0.0,1944000.0,120,5,111410.0,LOW,1
33,697000.0,Salaried,15.0,750,1,4145.0,2091000.0,12,3,563159.0,LOW,1
40,553000.0,Salaried,22.0,682,4,20956.0,1567000.0,12,2,31529.0,MEDIUM,0
45,228000.0,Business,6.6,581,1,1387.0,113000.0,36,1,49494.0,LOW,1
24,245000.0,Salaried,3.8,683,1,1702.0,289000.0,120,3,132247.0,LOW,1
30,640000.0,Business,1.6,780,1,889.0,1802000.0,36,0,153835.0,MEDIUM,1
23,150000.0,Salaried,1.8,819,3,4368.0,196000.0,36,1,201536.0,LOW,0
61,992000.0,Business,18.5,654,0,0.0,3287000.0,48,2,828150.0,MEDIUM,0
65,491000.0,Salaried,9.5,547,2,3775.0,201000.0,84,2,370731.0,LOW,1
38,3782000.0,Salaried,20.0,747,3,46601.0,3798000.0,12,2,4566081.0,LOW,1
56,2158000.0,Salaried,23.5,657,5,29630.0,2894000.0,48,1,1590142.0,MEDIUM,1
42,485000.0,Salaried,24.0,755,2,9868.0,1806000.0,48,0,175917.0,MEDIUM,1
54,507000.0,Salaried,11.0,702,1,4734.0,1646000.0,60,0,447423.0,MEDIUM,1
28,982000.0,Business,10.0,609,1,7477.0,3507000.0,120,1,581967.0,MEDIUM,1
60,1501000.0,Salaried,18.1,684,1,4481.0,2897000.0,48,2,491622.0,LOW,1
64,202000.0,Salaried,15.8,784,2,868.0,675000.0,48,3,101752.0,MEDIUM,1
39,185000.0,Business,21.0,668,2,232.0,640000.0,36,1,125672.0,MEDIUM,0
62,372000.0,Salaried,0.1,597,3,636.0,662000.0,36,3,149929.0,LOW,1
61,767000.0,Freelance,8.5,552,1,1794.0,3052000.0,24,0,178112.0,HIGH,0
57,728000.0,Freelance,16.1,618,2,1830.0,2511000.0,84,1,328942.0,MEDIUM,1
26,1027000.0,Salaried,5.3,647,3,21417.0,4010000.0,120,0,281381.0,MEDIUM,1
46,263000.0,Salaried,27.2,745,4,4709.0,922000.0,12,2,284147.0,MEDIUM,1
54,150000.0,Salaried,19.4,590,2,1669.0,476000.0,84,0,101151.0,MEDIUM,0
65,904000.0,Business,14.3,804,2,13426.0,3428000.0,48,3,478424.0,LOW,1
26,329000.0,Self-Employed,8.0,573,1,2711.0,610000.0,48,0,289132.0,MEDIUM,0
57,161000.0,Self-Employed,13.5,866,0,0.0,515000.0,12,2,94929.0,MEDIUM,1
53,590000.0,Business,16.8,818,0,0.0,642000.0,84,1,471120.0,LOW,1
42,870000.0,Salaried,0.1,691,1,8805.0,2620000.0,36,1,521170.0,MEDIUM,0
41,502000.0,Business,11.0,548,0,0.0,1609000.0,36,2,67091.0,MEDIUM,1
26,411000.0,Business,4.2,675,2,3246.0,1213000.0,12,1,201418.0,MEDIUM,0
26,491000.0,Self-Employed,8.0,649,2,209.0,1691000.0,120,0,56403.0,MEDIUM,1
24,433000.0,Business,2.9,578,1,4867.0,792000.0,12,3,80371.0,HIGH,0
50,241000.0,Business,9.1,703,0,0.0,558000.0,36,2,221232.0,LOW,1
31,352000.0,Salaried,13.0,614,0,0.0,119000.0,120,0,114662.0,MEDIUM,0
50,739000.0,Salaried,6.3,622,0,0.0,621000.0,12,2,89371.0,MEDIUM,1
51,655000.0,Self-Employed,27.8,663,0,0.0,1758000.0,120,1,517723.0,LOW,1
44,598000.0,Salaried,1.6,634,5,11267.0,1424000.0,84,4,500462.0,MEDIUM,0
29,297000.0,Freelance,11.0,846,1,3395.0,306000.0,36,2,247180.0,LOW,1
23,485000.0,Salaried,2.3,637,1,1314.0,582000.0,12,2,463142.0,MEDIUM,1
51,150000.0,Self-Employed,18.6,715,0,0.0,236000.0,36,0,150759.0,LOW,0
60,601000.0,Self-Employed,9.1,691,2,1031.0,1773000.0,24,4,386939.0,MEDIUM,0
57,1274000.0,Salaried,29.0,708,2,8301.0,3256000.0,36,0,1105939.0,MEDIUM,0
56,223000.0,Freelance,8.5,714,0,0.0,124000.0,36,2,92089.0,LOW,1
44,380000.0,Business,17.7,750,3,3295.0,1182000.0,48,2,304914.0,LOW,1
51,658000.0,Self-Employed,29.8,701,3,3282.0,837000.0,84,2,740949.0,LOW,1
26,1146000.0,Salaried,8.0,697,0,0.0,3192000.0,120,3,1058091.0,LOW,1
22,413000.0,Salaried,1.2,684,1,608.0,312000.0,36,3,183216.0,MEDIUM,1
40,357000.0,Salaried,22.0,668,1,435.0,1425000.0,12,0,365023.0,MEDIUM,0
48,166000.0,Salaried,21.0,607,1,671.0,99000.0,60,2,136182.0,LOW,1
31,575000.0,Self-Employed,6.3,675,3,13699.0,1751000.0,12,0,44090.0,MEDIUM,0
24,1840000.0,Freelance,2.3,699,0,0.0,4237000.0,48,2,1594032.0,MEDIUM,1
35,638000.0,Self-Employed,10.0,712,1,7028.0,394000.0,12,2,730054.0,MEDIUM,0
26,533000.0,Business,8.0,694,1,3604.0,213000.0,24,1,206773.0,LOW,1
50,656000.0,Self-Employed,22.8,661,1,3226.0,1077000.0,60,3,212528.0,LOW,1
58,537000.0,Self-Employed,17.5,675,3,7226.0,1755000.0,60,2,387363.0,LOW,1
22,332000.0,Business,2.3,635,0,0.0,150000.0,120,2,48091.0,LOW,1
35,886000.0,Self-Employed,17.0,705,0,0.0,2575000.0,84,2,704089.0,LOW,1
31,619000.0,Business,8.9,662,2,14012.0,1687000.0,48,0,169255.0,MEDIUM,1
28,546000.0,Salaried,10.0,694,0,0.0,700000.0,84,2,292302.0,LOW,1
46,301000.0,Salaried,28.0,760,0,0.0,177000.0,60,0,338306.0,LOW,1
65,1181000.0,Business,28.2,623,1,7819.0,4354000.0,36,2,963478.0,MEDIUM,1
64,805000.0,Self-Employed,24.3,727,0,0.0,1136000.0,48,2,132738.0,LOW,1
25,388000.0,Business,6.6,682,1,795.0,276000.0,84,1,333876.0,LOW,1
26,986000.0,Freelance,8.0,841,1,658.0,2782000.0,24,1,594013.0,MEDIUM,0
46,401000.0,Salaried,6.7,662,0,0.0,442000.0,60,2,432149.0,LOW,1
24,338000.0,Self-Employed,0.7,735,2,4525.0,696000.0,60,2,132269.0,MEDIUM,1
39,343000.0,Salaried,18.3,681,0,0.0,167000.0,48,3,187020.0,LOW,1
40,187000.0,Self-Employed,1.2,568,4,5188.0,743000.0,60,1,62406.0,HIGH,0
53,717000.0,Business,29.1,638,1,6766.0,1403000.0,120,1,448043.0,LOW,1
40,180000.0,Salaried,22.0,750,2,655.0,719000.0,60,1,64675.0,LOW,1
32,259000.0,Self-Employed,11.4,645,3,5964.0,447000.0,24,1,249875.0,MEDIUM,1
21,156000.0,Business,3.0,502,1,915.0,248000.0,24,2,78937.0,MEDIUM,1
46,513000.0,Salaried,14.0,677,2,11503.0,1890000.0,48,2,537774.0,MEDIUM,1
34,494000.0,Business,16.0,592,3,9626.0,750000.0,60,1,328121.0,MEDIUM,0
58,444000.0,Self-Employed,20.7,690,0,0.0,843000.0,84,2,107089.0,LOW,1
57,289000.0,Freelance,8.3,804,5,6381.0,170000.0,120,2,18569.0,LOW,1
31,267000.0,Salaried,13.0,741,0,0.0,1024000.0,12,2,139396.0,MEDIUM,1
56,714000.0,Salaried,12.9,802,0,0.0,439000.0,48,2,942599.0,LOW,1
33,388000.0,Self-Employed,15.0,635,2,5667.0,1224000.0,84,0,354231.0,MEDIUM,1
63,653000.0,Salaried,5.3,668,0,0.0,1497000.0,24,2,608588.0,MEDIUM,0
23,318000.0,Freelance,0.3,596,2,2989.0,168000.0,12,2,179480.0,MEDIUM,1
53,602000.0,Salaried,26.4,625,3,17445.0,184000.0,84,1,76668.0,MEDIUM,1
26,1181000.0,Business,8.0,605,4,34286.0,4442000.0,84,3,55770.0,HIGH,0
30,768000.0,Self-Employed,12.0,575,1,3855.0,2339000.0,60,2,603630.0,MEDIUM,0
25,422000.0,Salaried,7.0,789,5,16776.0,1198000.0,120,1,112857.0,MEDIUM,0
43,631000.0,Salaried,19.8,512,1,5783.0,1213000.0,48,0,55677.0,MEDIUM,0
30,468000.0,Self-Employed,12.0,789,0,0.0,554000.0,48,1,439638.0,LOW,1
64,543000.0,Self-Employed,2.1,779,1,610.0,1529000.0,24,3,24111.0,MEDIUM,1
22,444000.0,Salaried,2.1,719,2,1049.0,1133000.0,36,1,393737.0,MEDIUM,0
33,490000.0,Freelance,0.4,590,1,1421.0,1464000.0,36,2,102868.0,HIGH,0
60,614000.0,Salaried,9.7,553,2,6554.0,1015000.0,36,2,188571.0,MEDIUM,1
22,298000.0,Salaried,0.7,636,1,2994.0,1178000.0,48,2,61651.0,MEDIUM,0
40,294000.0,Self-Employed,9.1,730,1,1290.0,161000.0,120,3,277375.0,LOW,1
21,235000.0,Salaried,0.3,680,4,205.0,140000.0,120,3,131523.0,MEDIUM,0
57,207000.0,Freelance,7.5,596,1,1251.0,764000.0,24,2,38800.0,HIGH,0
29,260000.0,Salaried,9.4,771,1,3239.0,701000.0,24,0,23384.0,MEDIUM,0
37,595000.0,Salaried,18.9,814,2,5192.0,897000.0,36,0,792637.0,LOW,1
29,316000.0,Salaried,11.0,661,1,3797.0,986000.0,12,4,247449.0,MEDIUM,1
31,735000.0,Self-Employed,13.0,688,3,2793.0,1452000.0,36,0,573087.0,LOW,1
35,552000.0,Self-Employed,17.0,559,0,0.0,209000.0,48,3,258961.0,LOW,1
44,166000.0,Self-Employed,1.2,646,1,1503.0,450000.0,12,2,79515.0,MEDIUM,1
58,800000.0,Salaried,27.7,720,0,0.0,960000.0,24,0,761022.0,LOW,1
55,879000.0,Salaried,5.9,708,0,0.0,639000.0,60,4,851662.0,LOW,1
50,298000.0,Business,26.5,639,2,6434.0,338000.0,84,4,28725.0,LOW,1
51,695000.0,Salaried,12.0,658,1,2181.0,1433000.0,12,2,646496.0,MEDIUM,0
25,323000.0,Business,7.0,644,3,8271.0,156000.0,120,1,261473.0,MEDIUM,0
64,573000.0,Salaried,20.1,657,1,4352.0,2044000.0,24,2,309972.0,HIGH,0
34,253000.0,Business,5.3,713,1,2725.0,600000.0,12,2,146507.0,MEDIUM,1
31,184000.0,Salaried,13.0,522,2,1978.0,255000.0,36,2,129645.0,MEDIUM,1
29,429000.0,Self-Employed,7.4,674,2,556.0,1219000.0,12,2,379274.0,MEDIUM,1
54,502000.0,Salaried,7.3,707,2,7206.0,1644000.0,12,0,97730.0,MEDIUM,1
32,426000.0,Salaried,14.0,634,2,10212.0,1095000.0,12,0,248651.0,MEDIUM,1
55,266000.0,Salaried,3.2,641,0,0.0,279000.0,48,1,270188.0,LOW,1
55,425000.0,Salaried,6.7,643,2,2553.0,301000.0,84,1,332214.0,LOW,1
21,635000.0,Salaried,0.3,641,1,2509.0,2211000.0,48,2,647324.0,MEDIUM,1
60,526000.0,Self-Employed,24.9,680,1,5035.0,615000.0,84,0,459494.0,MEDIUM,1
42,603000.0,Self-Employed,4.4,690,4,9747.0,226000.0,36,2,369110.0,MEDIUM,1
49,361000.0,Business,16.4,511,1,1079.0,967000.0,60,0,182795.0,MEDIUM,0
28,1091000.0,Self-Employed,10.0,732,2,17689.0,944000.0,48,1,946152.0,MEDIUM,1
